Store,DayOfWeek,Promo,SchoolHoliday,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,Year,Month,Day,WeekOfYear,IsWeekend,IsPromo,StoreType_b,StoreType_c,StoreType_d,Assortment_b,Assortment_c,StateHoliday_0,StateHoliday_a,StateHoliday_b,StateHoliday_c
1004,2,0,0,970.0,0.0,0.0,1,9.0,2011.0,2015,4,22,17,0,0,0,0,1,0,1,1,0,0,0
975,2,1,0,9630.0,0.0,0.0,1,14.0,2011.0,2015,3,18,12,0,1,0,0,0,0,1,1,0,0,0
1091,0,1,0,9990.0,0.0,0.0,0,0.0,0.0,2015,6,1,23,0,1,0,0,0,0,1,1,0,0,0
57,3,1,0,420.0,6.0,2014.0,0,0.0,0.0,2015,5,21,21,0,1,0,0,1,0,1,1,0,0,0
223,0,0,0,2920.0,10.0,1995.0,1,27.0,2011.0,2015,6,22,26,0,0,0,0,1,0,1,1,0,0,0
417,5,0,0,840.0,0.0,0.0,1,10.0,2014.0,2015,3,28,13,1,0,0,0,0,0,1,1,0,0,0
153,4,1,0,16240.0,10.0,2000.0,1,18.0,2011.0,2015,4,17,16,0,1,0,0,0,0,0,1,0,0,0
11,5,0,0,960.0,11.0,2011.0,1,1.0,2012.0,2015,3,7,10,1,0,0,0,0,0,1,1,0,0,0
660,0,1,0,1200.0,11.0,2006.0,1,40.0,2014.0,2015,2,2,6,0,1,0,0,0,0,0,1,0,0,0
392,0,0,0,2120.0,0.0,0.0,0,0.0,0.0,2015,6,22,26,0,0,0,0,0,0,0,1,0,0,0
342,4,0,1,15770.0,0.0,0.0,1,40.0,2014.0,2015,4,10,15,0,0,0,0,1,0,1,1,0,0,0
392,0,1,0,2120.0,0.0,0.0,0,0.0,0.0,2015,4,27,18,0,1,0,0,0,0,0,1,0,0,0
316,4,1,0,9000.0,8.0,2001.0,0,0.0,0.0,2015,3,6,10,0,1,0,0,1,0,0,1,0,0,0
872,1,0,1,3860.0,9.0,2014.0,1,23.0,2015.0,2015,4,7,15,0,0,0,0,0,0,1,1,0,0,0
543,4,0,0,1080.0,12.0,2012.0,0,0.0,0.0,2015,2,13,7,0,0,0,1,0,0,0,1,0,0,0
662,3,1,0,1070.0,0.0,0.0,0,0.0,0.0,2015,4,30,18,0,1,0,0,1,0,0,1,0,0,0
870,1,1,0,780.0,4.0,2009.0,0,0.0,0.0,2015,3,3,10,0,1,0,0,0,0,0,1,0,0,0
920,5,0,0,850.0,2.0,2012.0,1,40.0,2014.0,2015,3,14,11,1,0,0,0,0,0,0,1,0,0,0
182,2,0,0,1390.0,0.0,0.0,1,9.0,2011.0,2015,5,13,20,0,0,0,0,1,0,1,1,0,0,0
677,2,0,0,1740.0,6.0,2014.0,1,45.0,2009.0,2015,7,8,28,0,0,0,0,1,0,0,1,0,0,0
456,5,0,0,140.0,0.0,0.0,0,0.0,0.0,2015,1,31,5,1,0,0,0,0,0,1,1,0,0,0
548,0,0,0,3760.0,2.0,2009.0,0,0.0,0.0,2015,1,19,4,0,0,0,0,1,0,1,1,0,0,0
309,1,0,0,8740.0,0.0,0.0,1,37.0,2009.0,2015,6,9,24,0,0,0,0,1,0,0,1,0,0,0
996,5,0,0,2870.0,7.0,2015.0,1,13.0,2010.0,2015,4,18,16,1,0,0,1,0,0,0,1,0,0,0
985,2,1,0,490.0,5.0,2007.0,1,13.0,2010.0,2015,3,4,10,0,1,0,1,0,0,1,1,0,0,0
275,0,1,1,300.0,5.0,2014.0,1,40.0,2014.0,2015,1,5,2,0,1,0,0,1,0,0,1,0,0,0
107,3,1,0,1930.0,9.0,2009.0,0,0.0,0.0,2015,7,16,29,0,1,0,0,0,0,0,1,0,0,0
919,3,1,0,2620.0,0.0,0.0,1,45.0,2009.0,2015,1,15,3,0,1,0,0,0,0,0,1,0,0,0
625,5,0,0,1170.0,4.0,2011.0,1,22.0,2012.0,2015,1,3,1,1,0,0,0,0,0,0,1,0,0,0
90,0,0,0,330.0,11.0,2007.0,0,0.0,0.0,2015,2,23,9,0,0,0,0,0,0,0,1,0,0,0
628,1,1,0,2180.0,0.0,0.0,0,0.0,0.0,2015,1,27,5,0,1,0,0,0,0,1,1,0,0,0
290,0,1,0,4150.0,5.0,2001.0,0,0.0,0.0,2015,4,13,16,0,1,0,0,0,0,0,1,0,0,0
846,2,0,1,8860.0,4.0,2004.0,1,37.0,2009.0,2015,4,8,15,0,0,0,0,0,0,1,1,0,0,0
616,5,0,0,3040.0,8.0,2011.0,1,35.0,2010.0,2015,2,7,6,1,0,0,0,0,0,1,1,0,0,0
752,4,1,0,970.0,3.0,2013.0,1,31.0,2013.0,2015,4,17,16,0,1,0,0,0,0,0,1,0,0,0
41,0,0,0,1180.0,0.0,0.0,1,31.0,2013.0,2015,7,6,28,0,0,0,0,1,0,1,1,0,0,0
742,2,0,0,4380.0,0.0,0.0,0,0.0,0.0,2015,5,13,20,0,0,0,0,1,0,1,1,0,0,0
63,0,1,0,3700.0,6.0,2010.0,1,18.0,2010.0,2015,2,16,8,0,1,0,1,0,0,1,1,0,0,0
805,2,0,0,24770.0,10.0,2011.0,1,10.0,2014.0,2015,5,13,20,0,0,0,0,1,0,0,1,0,0,0
1066,3,1,0,3350.0,0.0,0.0,0,0.0,0.0,2015,3,5,10,0,1,0,0,0,0,0,1,0,0,0
877,3,1,0,29190.0,0.0,0.0,0,0.0,0.0,2015,4,30,18,0,1,0,0,0,0,1,1,0,0,0
1061,4,0,0,8110.0,0.0,0.0,0,0.0,0.0,2015,3,27,13,0,0,0,0,1,0,1,1,0,0,0
95,3,0,0,1890.0,10.0,2014.0,0,0.0,0.0,2015,1,22,4,0,0,0,0,0,0,0,1,0,0,0
501,3,0,1,1620.0,9.0,2006.0,0,0.0,0.0,2015,4,9,15,0,0,0,0,0,0,1,1,0,0,0
791,3,1,0,5950.0,4.0,2007.0,0,0.0,0.0,2015,1,29,5,0,1,0,0,0,0,0,1,0,0,0
753,0,1,1,540.0,11.0,2012.0,1,35.0,2010.0,2015,3,30,14,0,1,0,0,1,0,1,1,0,0,0
1020,5,0,0,40.0,8.0,2015.0,0,0.0,0.0,2015,4,18,16,1,0,0,0,0,0,0,1,0,0,0
1023,4,1,0,3740.0,2.0,2002.0,1,14.0,2011.0,2015,4,17,16,0,1,0,1,0,0,0,1,0,0,0
677,1,0,0,1740.0,6.0,2014.0,1,45.0,2009.0,2015,1,20,4,0,0,0,0,1,0,0,1,0,0,0
772,2,1,0,1850.0,0.0,0.0,0,0.0,0.0,2015,5,20,21,0,1,0,0,1,0,1,1,0,0,0
427,2,0,1,70.0,7.0,2005.0,1,13.0,2010.0,2015,5,27,22,0,0,0,0,0,0,1,1,0,0,0
595,1,0,0,1130.0,6.0,2015.0,0,0.0,0.0,2015,5,12,20,0,0,0,1,0,0,1,1,0,0,0
835,1,1,1,2890.0,12.0,2007.0,1,10.0,2014.0,2015,6,30,27,0,1,0,0,0,0,0,1,0,0,0
814,5,0,0,24530.0,7.0,2013.0,0,0.0,0.0,2015,4,11,15,1,0,0,0,1,0,1,1,0,0,0
357,2,1,0,2060.0,10.0,2008.0,0,0.0,0.0,2015,6,3,23,0,1,0,0,0,0,0,1,0,0,0
22,3,1,0,1040.0,0.0,0.0,1,22.0,2012.0,2015,3,19,12,0,1,0,0,0,0,0,1,0,0,0
571,1,1,0,2110.0,11.0,1995.0,1,40.0,2014.0,2015,7,14,29,0,1,0,0,1,0,0,1,0,0,0
67,2,0,1,410.0,2.0,2006.0,0,0.0,0.0,2015,4,8,15,0,0,0,0,0,0,1,1,0,0,0
739,5,0,0,2770.0,6.0,2008.0,1,22.0,2011.0,2015,4,18,16,1,0,0,0,1,0,1,1,0,0,0
297,1,0,0,2300.0,9.0,2010.0,0,0.0,0.0,2015,5,12,20,0,0,0,0,0,0,0,1,0,0,0
374,2,0,0,1150.0,9.0,2007.0,0,0.0,0.0,2015,2,11,7,0,0,0,0,0,0,0,1,0,0,0
81,3,0,0,2370.0,3.0,2011.0,1,40.0,2014.0,2015,7,9,28,0,0,0,0,0,0,0,1,0,0,0
442,3,1,0,500.0,0.0,0.0,1,45.0,2009.0,2015,5,7,19,0,1,0,1,0,0,0,1,0,0,0
911,0,1,1,16490.0,0.0,0.0,0,0.0,0.0,2015,1,5,2,0,1,0,0,0,0,1,1,0,0,0
188,1,0,0,850.0,0.0,0.0,1,18.0,2011.0,2015,2,10,7,0,0,0,0,1,0,0,1,0,0,0
269,5,0,0,60.0,6.0,2015.0,0,0.0,0.0,2015,6,27,26,1,0,0,0,0,0,1,1,0,0,0
651,3,0,0,200.0,0.0,0.0,0,0.0,0.0,2015,3,26,13,0,0,0,0,0,0,0,1,0,0,0
1101,3,1,0,4060.0,9.0,2012.0,0,0.0,0.0,2015,4,30,18,0,1,0,0,1,0,1,1,0,0,0
299,4,1,0,38630.0,9.0,2012.0,0,0.0,0.0,2015,3,6,10,0,1,0,0,1,0,1,1,0,0,0
830,3,0,0,6320.0,0.0,0.0,1,5.0,2011.0,2015,7,9,28,0,0,0,0,0,0,1,1,0,0,0
339,3,1,0,2280.0,0.0,0.0,1,10.0,2013.0,2015,4,16,16,0,1,0,0,0,0,1,1,0,0,0
831,4,1,0,800.0,6.0,2007.0,0,0.0,0.0,2015,3,6,10,0,1,0,0,0,0,0,1,0,0,0
1057,2,0,0,3230.0,11.0,2011.0,0,0.0,0.0,2015,5,27,22,0,0,0,0,1,0,1,1,0,0,0
582,3,1,0,120.0,0.0,0.0,0,0.0,0.0,2015,4,16,16,0,1,0,0,0,0,0,1,0,0,0
839,5,0,0,240.0,1.0,2015.0,0,0.0,0.0,2015,3,14,11,1,0,0,1,0,0,0,1,0,0,0
321,3,0,1,8140.0,11.0,2013.0,1,10.0,2014.0,2015,2,12,7,0,0,0,1,0,0,1,1,0,0,0
689,4,1,0,15040.0,10.0,2004.0,0,0.0,0.0,2015,3,6,10,0,1,0,0,1,0,0,1,0,0,0
394,2,1,1,10850.0,0.0,0.0,0,0.0,0.0,2015,7,29,31,0,1,0,0,1,0,0,1,0,0,0
159,1,1,1,8530.0,3.0,2013.0,0,0.0,0.0,2015,3,31,14,0,1,0,0,1,0,0,1,0,0,0
1025,0,0,0,720.0,11.0,2009.0,0,0.0,0.0,2015,2,9,7,0,0,0,0,0,0,0,1,0,0,0
738,5,0,0,5980.0,10.0,2005.0,0,0.0,0.0,2015,5,9,19,1,0,0,0,1,0,1,1,0,0,0
283,1,1,0,2260.0,0.0,0.0,1,40.0,2014.0,2015,6,30,27,0,1,0,0,0,0,0,1,0,0,0
875,5,0,0,5070.0,11.0,2007.0,1,18.0,2015.0,2015,1,10,2,1,0,0,0,1,0,0,1,0,0,0
886,1,0,1,12430.0,10.0,2004.0,0,0.0,0.0,2015,7,21,30,0,0,0,0,0,0,1,1,0,0,0
1047,5,0,0,3750.0,0.0,0.0,1,45.0,2009.0,2015,1,3,1,1,0,0,0,0,0,0,1,0,0,0
967,2,1,0,3560.0,9.0,2013.0,1,36.0,2013.0,2015,2,18,8,0,1,0,0,0,0,1,1,0,0,0
554,2,0,0,1200.0,0.0,0.0,0,0.0,0.0,2015,1,21,4,0,0,0,1,0,0,1,1,0,0,0
866,5,0,0,9680.0,0.0,0.0,1,5.0,2013.0,2015,6,6,23,1,0,0,0,1,0,0,1,0,0,0
629,1,1,1,510.0,7.0,2014.0,1,23.0,2015.0,2015,3,31,14,0,1,0,0,1,0,0,1,0,0,0
324,1,1,0,13140.0,0.0,0.0,1,14.0,2011.0,2015,3,3,10,0,1,0,0,0,0,0,1,0,0,0
83,0,1,0,2710.0,0.0,0.0,0,0.0,0.0,2015,4,27,18,0,1,0,0,0,0,0,1,0,0,0
579,4,1,0,20970.0,11.0,2012.0,0,0.0,0.0,2015,6,5,23,0,1,0,1,0,0,0,1,0,0,0
548,0,0,0,3760.0,2.0,2009.0,0,0.0,0.0,2015,5,11,20,0,0,0,0,1,0,1,1,0,0,0
1079,4,0,0,16680.0,0.0,0.0,1,37.0,2009.0,2015,7,24,30,0,0,0,0,0,0,0,1,0,0,0
216,5,0,0,190.0,0.0,0.0,1,45.0,2009.0,2015,7,18,29,1,0,0,1,0,0,0,1,0,0,0
433,2,1,0,30030.0,11.0,2010.0,0,0.0,0.0,2015,1,28,5,0,1,0,0,0,0,1,1,0,0,0
413,1,1,0,760.0,9.0,2014.0,0,0.0,0.0,2015,2,3,6,0,1,0,0,0,0,1,1,0,0,0
1043,4,0,0,420.0,3.0,2006.0,0,0.0,0.0,2015,7,10,28,0,0,0,1,0,0,0,1,0,0,0
35,2,0,0,7660.0,10.0,2000.0,1,1.0,2012.0,2015,2,11,7,0,0,0,0,1,0,1,1,0,0,0
1011,4,0,0,490.0,9.0,2012.0,1,18.0,2011.0,2015,2,27,9,0,0,0,0,0,0,1,1,0,0,0
202,0,1,0,5140.0,5.0,2010.0,0,0.0,0.0,2015,2,16,8,0,1,0,0,1,0,1,1,0,0,0
940,5,0,0,6470.0,9.0,2012.0,0,0.0,0.0,2015,1,31,5,1,0,0,0,1,0,1,1,0,0,0
814,3,1,0,24530.0,7.0,2013.0,0,0.0,0.0,2015,1,8,2,0,1,0,0,1,0,1,1,0,0,0
406,3,1,0,8240.0,3.0,2001.0,1,10.0,2013.0,2015,4,30,18,0,1,0,0,1,0,1,1,0,0,0
1041,1,1,1,1600.0,8.0,2013.0,1,40.0,2014.0,2015,2,17,8,0,1,0,1,0,0,0,1,0,0,0
341,3,1,0,190.0,9.0,2011.0,0,0.0,0.0,2015,1,15,3,0,1,0,0,0,0,0,1,0,0,0
1079,1,1,0,16680.0,0.0,0.0,1,37.0,2009.0,2015,5,19,21,0,1,0,0,0,0,0,1,0,0,0
550,5,0,0,50.0,6.0,2015.0,0,0.0,0.0,2015,7,11,28,1,0,0,0,1,0,1,1,0,0,0
1025,0,0,0,720.0,11.0,2009.0,0,0.0,0.0,2015,6,8,24,0,0,0,0,0,0,0,1,0,0,0
842,2,0,0,1200.0,11.0,2007.0,0,0.0,0.0,2015,7,22,30,0,0,0,0,1,0,1,1,0,0,0
275,4,0,0,300.0,5.0,2014.0,1,40.0,2014.0,2015,5,15,20,0,0,0,0,1,0,0,1,0,0,0
592,0,1,0,2540.0,6.0,2005.0,0,0.0,0.0,2015,6,1,23,0,1,0,0,0,0,0,1,0,0,0
935,1,0,0,22350.0,6.0,2010.0,0,0.0,0.0,2015,3,10,11,0,0,0,0,0,0,1,1,0,0,0
303,3,1,0,15430.0,11.0,2012.0,1,18.0,2011.0,2015,5,21,21,0,1,0,0,0,0,0,1,0,0,0
20,3,0,0,2340.0,5.0,2009.0,1,40.0,2014.0,2015,2,12,7,0,0,0,0,1,0,0,1,0,0,0
1085,0,1,1,4030.0,2.0,2015.0,0,0.0,0.0,2015,7,27,31,0,1,0,1,0,0,0,1,0,0,0
755,4,1,1,13130.0,12.0,2003.0,0,0.0,0.0,2015,7,31,31,0,1,0,0,1,0,1,1,0,0,0
590,4,1,0,4520.0,9.0,2010.0,1,31.0,2013.0,2015,6,19,25,0,1,0,0,1,0,1,1,0,0,0
42,4,1,0,290.0,0.0,0.0,1,40.0,2011.0,2015,3,20,12,0,1,0,0,0,0,1,1,0,0,0
105,1,1,0,6190.0,0.0,0.0,1,23.0,2013.0,2015,6,16,25,0,1,0,0,0,0,1,1,0,0,0
672,1,1,1,240.0,9.0,2002.0,0,0.0,0.0,2015,7,14,29,0,1,0,1,0,0,0,1,0,0,0
52,3,1,0,450.0,4.0,2014.0,1,39.0,2010.0,2015,1,29,5,0,1,0,0,1,0,1,1,0,0,0
882,3,1,1,30.0,4.0,2013.0,0,0.0,0.0,2015,7,30,31,0,1,0,0,0,0,0,1,0,0,0
457,5,0,0,13140.0,0.0,0.0,1,31.0,2013.0,2015,2,14,7,1,0,0,0,1,0,1,1,0,0,0
324,0,0,0,13140.0,0.0,0.0,1,14.0,2011.0,2015,5,11,20,0,0,0,0,0,0,0,1,0,0,0
1045,5,0,0,26990.0,12.0,2013.0,0,0.0,0.0,2015,4,4,14,1,0,0,0,0,0,1,1,0,0,0
634,1,1,0,18610.0,0.0,0.0,0,0.0,0.0,2015,1,13,3,0,1,0,0,1,0,0,1,0,0,0
115,5,0,0,5740.0,4.0,2007.0,1,40.0,2014.0,2015,5,16,20,1,0,0,0,1,0,1,1,0,0,0
846,1,0,1,8860.0,4.0,2004.0,1,37.0,2009.0,2015,5,26,22,0,0,0,0,0,0,1,1,0,0,0
854,2,1,0,4770.0,0.0,0.0,1,13.0,2010.0,2015,3,18,12,0,1,0,1,0,0,0,1,0,0,0
880,2,1,0,4570.0,0.0,0.0,0,0.0,0.0,2015,5,6,19,0,1,0,0,0,0,1,1,0,0,0
234,0,1,1,4370.0,0.0,0.0,0,0.0,0.0,2015,3,30,14,0,1,0,0,1,0,0,1,0,0,0
1051,4,0,0,200.0,7.0,1998.0,1,1.0,2012.0,2015,4,24,17,0,0,0,1,0,0,0,1,0,0,0
700,0,0,0,830.0,0.0,0.0,1,27.0,2013.0,2015,6,22,26,0,0,0,0,0,0,1,1,0,0,0
671,2,0,0,2070.0,2.0,2008.0,1,39.0,2010.0,2015,1,21,4,0,0,0,0,0,0,1,1,0,0,0
309,5,0,0,8740.0,0.0,0.0,1,37.0,2009.0,2015,4,11,15,1,0,0,0,1,0,0,1,0,0,0
1049,1,0,0,370.0,7.0,2012.0,1,14.0,2011.0,2015,7,21,30,0,0,0,0,0,0,0,1,0,0,0
190,4,1,0,1470.0,12.0,2006.0,1,40.0,2014.0,2015,3,20,12,0,1,0,0,0,0,0,1,0,0,0
1013,2,0,1,630.0,2.0,2015.0,1,31.0,2013.0,2015,4,8,15,0,0,0,0,0,0,0,1,0,0,0
225,3,0,0,10180.0,5.0,2015.0,0,0.0,0.0,2015,7,9,28,0,0,0,0,1,0,0,1,0,0,0
310,5,0,0,2290.0,0.0,0.0,1,10.0,2014.0,2015,5,16,20,1,0,0,0,0,0,1,1,0,0,0
1041,5,0,0,1600.0,8.0,2013.0,1,40.0,2014.0,2015,6,6,23,1,0,0,1,0,0,0,1,0,0,0
790,0,0,0,9070.0,12.0,2003.0,0,0.0,0.0,2015,7,20,30,0,0,0,0,1,0,1,1,0,0,0
763,3,0,0,32240.0,3.0,2010.0,0,0.0,0.0,2015,6,11,24,0,0,0,0,1,0,1,1,0,0,0
259,3,0,0,210.0,0.0,0.0,0,0.0,0.0,2015,5,28,22,0,0,1,0,0,1,0,1,0,0,0
779,0,1,0,16990.0,4.0,2004.0,0,0.0,0.0,2015,6,1,23,0,1,0,0,0,0,0,1,0,0,0
795,4,1,0,510.0,0.0,0.0,1,35.0,2010.0,2015,1,30,5,0,1,0,0,1,0,0,1,0,0,0
195,2,1,0,220.0,0.0,0.0,0,0.0,0.0,2015,3,4,10,0,1,0,0,0,0,1,1,0,0,0
625,0,1,0,1170.0,4.0,2011.0,1,22.0,2012.0,2015,5,4,19,0,1,0,0,0,0,0,1,0,0,0
191,1,1,0,1100.0,8.0,2013.0,1,40.0,2014.0,2015,4,14,16,0,1,0,0,0,0,0,1,0,0,0
451,5,0,0,2460.0,4.0,2009.0,1,13.0,2010.0,2015,6,6,23,1,0,0,0,0,0,0,1,0,0,0
531,1,1,0,4030.0,0.0,0.0,0,0.0,0.0,2015,6,30,27,0,1,0,0,0,0,1,1,0,0,0
935,4,1,0,22350.0,6.0,2010.0,0,0.0,0.0,2015,3,6,10,0,1,0,0,0,0,1,1,0,0,0
134,4,0,0,1200.0,9.0,2008.0,0,0.0,0.0,2015,6,12,24,0,0,0,0,0,0,0,1,0,0,0
686,3,1,0,20050.0,4.0,2002.0,0,0.0,0.0,2015,5,7,19,0,1,0,0,0,0,0,1,0,0,0
572,3,0,1,9230.0,4.0,2004.0,1,37.0,2009.0,2015,7,9,28,0,0,0,0,1,0,1,1,0,0,0
144,2,0,0,16570.0,0.0,0.0,0,0.0,0.0,2015,5,13,20,0,0,0,0,0,0,1,1,0,0,0
357,0,0,0,2060.0,10.0,2008.0,0,0.0,0.0,2015,2,23,9,0,0,0,0,0,0,0,1,0,0,0
179,2,1,0,480.0,0.0,0.0,0,0.0,0.0,2015,6,3,23,0,1,0,0,0,0,1,1,0,0,0
502,3,0,0,220.0,2.0,2002.0,1,37.0,2009.0,2015,6,25,26,0,0,0,0,0,0,0,1,0,0,0
545,0,0,0,5020.0,5.0,2006.0,1,18.0,2014.0,2015,4,20,17,0,0,0,0,0,0,1,1,0,0,0
41,4,1,0,1180.0,0.0,0.0,1,31.0,2013.0,2015,5,8,19,0,1,0,0,1,0,1,1,0,0,0
1049,4,1,0,370.0,7.0,2012.0,1,14.0,2011.0,2015,2,6,6,0,1,0,0,0,0,0,1,0,0,0
723,3,1,0,5650.0,9.0,2008.0,1,5.0,2013.0,2015,5,7,19,0,1,0,0,1,0,1,1,0,0,0
884,2,0,0,7550.0,0.0,0.0,0,0.0,0.0,2015,2,25,9,0,0,0,0,1,0,1,1,0,0,0
462,3,1,0,44320.0,8.0,2008.0,0,0.0,0.0,2015,4,30,18,0,1,0,0,0,0,0,1,0,0,0
63,2,1,0,3700.0,6.0,2010.0,1,18.0,2010.0,2015,4,29,18,0,1,0,1,0,0,1,1,0,0,0
1048,0,0,0,1860.0,9.0,2012.0,1,40.0,2012.0,2015,1,19,4,0,0,0,0,1,0,1,1,0,0,0
117,1,1,1,3450.0,9.0,2011.0,0,0.0,0.0,2015,6,30,27,0,1,0,0,0,0,0,1,0,0,0
970,3,1,0,910.0,12.0,2014.0,1,37.0,2009.0,2015,1,29,5,0,1,0,0,0,0,0,1,0,0,0
1024,1,1,0,1990.0,1.0,2012.0,0,0.0,0.0,2015,1,13,3,0,1,0,1,0,0,1,1,0,0,0
398,5,0,0,1540.0,0.0,0.0,1,1.0,2012.0,2015,4,11,15,1,0,0,1,0,0,1,1,0,0,0
191,2,1,0,1100.0,8.0,2013.0,1,40.0,2014.0,2015,3,18,12,0,1,0,0,0,0,0,1,0,0,0
375,0,0,0,15710.0,2.0,2013.0,1,37.0,2009.0,2015,3,23,13,0,0,0,0,0,0,1,1,0,0,0
873,5,0,0,2040.0,11.0,2008.0,0,0.0,0.0,2015,4,18,16,1,0,0,0,0,0,0,1,0,0,0
328,2,1,0,3130.0,7.0,2002.0,0,0.0,0.0,2015,1,14,3,0,1,0,0,0,0,0,1,0,0,0
1097,3,1,0,720.0,3.0,2002.0,0,0.0,0.0,2015,4,30,18,0,1,1,0,0,1,0,1,0,0,0
561,2,1,1,14300.0,0.0,0.0,0,0.0,0.0,2015,7,29,31,0,1,0,0,1,0,0,1,0,0,0
283,3,0,0,2260.0,0.0,0.0,1,40.0,2014.0,2015,6,11,24,0,0,0,0,0,0,0,1,0,0,0
750,5,0,0,8670.0,2.0,2002.0,1,14.0,2011.0,2015,6,13,24,1,0,0,0,1,0,0,1,0,0,0
945,2,0,0,12480.0,3.0,2011.0,0,0.0,0.0,2015,7,8,28,0,0,0,0,0,0,1,1,0,0,0
32,2,0,0,2910.0,0.0,0.0,1,45.0,2009.0,2015,3,11,11,0,0,0,0,0,0,0,1,0,0,0
381,5,0,0,1800.0,11.0,2006.0,1,5.0,2013.0,2015,6,20,25,1,0,0,0,0,0,0,1,0,0,0
364,1,0,0,13620.0,0.0,0.0,1,10.0,2014.0,2015,1,20,4,0,0,0,0,0,0,1,1,0,0,0
501,3,0,0,1620.0,9.0,2006.0,0,0.0,0.0,2015,2,12,7,0,0,0,0,0,0,1,1,0,0,0
132,2,0,0,1040.0,0.0,0.0,1,27.0,2012.0,2015,6,10,24,0,0,0,0,1,0,1,1,0,0,0
112,5,0,0,1630.0,9.0,2009.0,0,0.0,0.0,2015,1,24,4,1,0,0,0,0,0,0,1,0,0,0
919,0,0,0,2620.0,0.0,0.0,1,45.0,2009.0,2015,3,9,11,0,0,0,0,0,0,0,1,0,0,0
1094,5,0,0,2380.0,3.0,2013.0,1,40.0,2014.0,2015,6,6,23,1,0,0,0,1,0,0,1,0,0,0
381,2,1,0,1800.0,11.0,2006.0,1,5.0,2013.0,2015,2,18,8,0,1,0,0,0,0,0,1,0,0,0
145,5,0,0,280.0,0.0,0.0,1,45.0,2009.0,2015,6,27,26,1,0,0,0,0,0,0,1,0,0,0
299,2,1,0,38630.0,9.0,2012.0,0,0.0,0.0,2015,2,4,6,0,1,0,0,1,0,1,1,0,0,0
206,0,0,0,380.0,0.0,0.0,1,14.0,2012.0,2015,6,8,24,0,0,0,0,0,0,1,1,0,0,0
362,1,0,0,340.0,0.0,0.0,0,0.0,0.0,2015,4,21,17,0,0,0,1,0,0,1,1,0,0,0
774,0,1,0,640.0,9.0,2013.0,0,0.0,0.0,2015,1,26,5,0,1,0,0,0,0,1,1,0,0,0
242,5,0,0,6880.0,9.0,2001.0,1,14.0,2011.0,2015,6,13,24,1,0,0,0,1,0,0,1,0,0,0
364,2,0,0,13620.0,0.0,0.0,1,10.0,2014.0,2015,7,22,30,0,0,0,0,0,0,1,1,0,0,0
643,4,1,0,230.0,6.0,2010.0,1,18.0,2010.0,2015,6,19,25,0,1,0,0,0,0,0,1,0,0,0
953,1,1,1,19830.0,4.0,2006.0,1,22.0,2011.0,2015,3,31,14,0,1,0,0,0,0,0,1,0,0,0
318,3,0,0,32330.0,3.0,2014.0,0,0.0,0.0,2015,6,25,26,0,0,0,0,1,0,1,1,0,0,0
899,0,0,1,2590.0,0.0,0.0,1,13.0,2010.0,2015,2,9,7,0,0,0,0,1,0,0,1,0,0,0
253,2,1,0,250.0,0.0,0.0,1,5.0,2013.0,2015,2,18,8,0,1,0,0,0,0,1,1,0,0,0
645,2,1,1,90.0,0.0,0.0,1,45.0,2009.0,2015,4,1,14,0,1,0,0,0,0,0,1,0,0,0
831,5,0,0,800.0,6.0,2007.0,0,0.0,0.0,2015,6,13,24,1,0,0,0,0,0,0,1,0,0,0
733,6,0,0,860.0,10.0,1999.0,0,0.0,0.0,2015,5,10,19,1,0,1,0,0,1,0,1,0,0,0
378,1,1,0,2140.0,8.0,2012.0,0,0.0,0.0,2015,1,13,3,0,1,0,0,0,0,1,1,0,0,0
174,5,0,0,13090.0,0.0,0.0,1,22.0,2012.0,2015,4,4,14,1,0,0,0,0,0,0,1,0,0,0
134,3,0,0,1200.0,9.0,2008.0,0,0.0,0.0,2015,4,23,17,0,0,0,0,0,0,0,1,0,0,0
49,1,1,1,18010.0,9.0,2007.0,0,0.0,0.0,2015,6,2,23,0,1,0,0,1,0,1,1,0,0,0
307,3,0,0,18660.0,9.0,2002.0,0,0.0,0.0,2015,1,22,4,0,0,0,0,0,0,0,1,0,0,0
368,2,0,0,1450.0,4.0,2005.0,1,45.0,2009.0,2015,2,11,7,0,0,0,0,1,0,1,1,0,0,0
1046,1,1,1,29070.0,4.0,2005.0,0,0.0,0.0,2015,7,14,29,0,1,0,0,1,0,1,1,0,0,0
683,2,0,0,2850.0,7.0,2014.0,0,0.0,0.0,2015,6,24,26,0,0,0,0,0,0,0,1,0,0,0
791,4,1,0,5950.0,4.0,2007.0,0,0.0,0.0,2015,5,22,21,0,1,0,0,0,0,0,1,0,0,0
640,5,0,0,8040.0,0.0,0.0,0,0.0,0.0,2015,5,23,21,1,0,0,0,1,0,1,1,0,0,0
277,2,1,1,7840.0,0.0,0.0,1,31.0,2009.0,2015,6,3,23,0,1,0,0,1,0,1,1,0,0,0
1036,2,1,0,9560.0,0.0,0.0,1,36.0,2013.0,2015,1,14,3,0,1,0,0,1,0,1,1,0,0,0
419,5,0,0,1620.0,9.0,2009.0,0,0.0,0.0,2015,1,10,2,1,0,0,1,0,0,0,1,0,0,0
78,0,1,0,3510.0,11.0,2006.0,1,5.0,2013.0,2015,6,15,25,0,1,0,0,0,0,0,1,0,0,0
